jday	Time	u_ref	T_ref	d_ref	precip	q_par	T_canopy	d_canopy	p_atm	CO2_atm	T0	Tsurf	Troot	Zw	lai	A	Ec
343	11	0.85	17.5	1.9938206853804563	0	503.6	20.0775	2.344748360631878	77.449262658755	399	15.921666666666667	15.921666666666667	15.921666666666667	10	1	-999	-999
343	11.5	0.85	17.7	2.0197436271434412	0	394.1	20.45	2.4001059342091695	77.449262658755	399	16.841666666666665	16.841666666666665	16.841666666666665	10	1	-999	-999
343	12	0.85	14.7	1.6717434284113302	0	474.8	21.54	2.573291046757614	77.449262658755	399	17.95	17.95	17.95	10	1	-999	-999
343	12.5	0.85	15.2	1.7266173244915886	0	466.6	21.0125	2.491089101299393	77.449262658755	399	18.311666666666667	18.311666666666667	18.311666666666667	10	1	-999	-999
343	13	0.85	17.9	2.0467863675717237	0	575.8	22.1225	2.6620183571266405	77.449262658755	399	18.025	18.025	18.025	10	1	-999	-999
343	13.5	0.85	13.4	1.534272943066375	0	318.3	20.5375	2.4174249323484576	77.449262658755	399	18.173333333333336	18.173333333333336	18.173333333333336	10	1	-999	-999
343	14	0.85	15.5	1.758247626051015	0	290.6	22.475	2.7225598534812283	77.449262658755	399	18.328333333333333	18.328333333333333	18.328333333333333	10	1	-999	-999
343	14.5	0.85	15.8	1.7927152097007688	0	261.6	19.607499999999998	2.281472656087244	77.449262658755	399	17.825	17.825	17.825	10	1	-999	-999
343	15	0.85	15.5	1.7587774847027633	0	233.9	19.945	2.33028561095084	77.449262658755	399	17.933333333333334	17.933333333333334	17.933333333333334	10	1	-999	-999
343	15.5	0.85	14.9	1.6924185144573465	0	190.5	21.1525	2.5116121037936954	77.449262658755	399	18.45	18.45	18.45	10	1	-999	-999
343	16	0.85	14.5	1.6496308898891834	0	157.6	21.8175	2.616873491631665	77.449262658755	399	19.226666666666667	19.226666666666667	19.226666666666667	10	1	-999	-999
343	16.5	0.85	14.6	1.66065458348829	0	126.7	22.85	2.787297642104496	77.449262658755	399	20.263333333333335	20.263333333333335	20.263333333333335	10	1	-999	-999
343	17	0.85	15.6	1.7716859533405571	0	119.5	20.94	2.479969597014454	77.449262658755	399	20.884999999999998	20.884999999999998	20.884999999999998	10	1	-999	-999
343	17.5	0.85	15.8	1.7948757583114354	0	16.61	22.395	2.711646477160167	77.449262658755	399	21.57	21.57	21.57	10	1	-999	-999
343	18	0.85	15.7	1.783605411515583	0	11.75	23.04	2.82034000460859	77.449262658755	399	21.48	21.48	21.48	10	1	-999	-999
343	18.5	0.85	15.7	1.7834265142827328	0	52.98	23.4175	2.8853860600317	77.449262658755	399	23.45	23.45	23.45	10	1	-999	-999
343	19	0.85	15.3	1.7382684102128334	0	111.2	19.02	2.201591239167571	77.449262658755	399	18.258333333333333	18.258333333333333	18.258333333333333	10	1	-999	-999
343	19.5	0.85	15.3	1.7382684102128334	0	0	17.2175	1.9651364274940115	77.449262658755	399	17.205	17.205	17.205	10	1	-999	-999
343	20	0.85	14.5	1.6507901526368216	10.3701406120761	0.022	17.4975	2.0005169351685117	77.449262658755	399	17.25	17.25	17.25	10	1	-999	-999
343	20.5	0.85	15.3	1.7384427775927325	0	0.066	16.6425	1.8947093542174498	77.449262658755	399	16.326666666666668	16.326666666666668	16.326666666666668	10	1	-999	-999
343	21	0.85	16.2	1.8418749618141157	0	0	17.2875	1.9740381927472876	77.449262658755	399	16.16	16.16	16.16	10	1	-999	-999
343	21.5	0.85	17.9	2.0521347540598507	0	0	17.975	2.061872119357793	77.449262658755	399	16.32	16.32	16.32	10	1	-999	-999
343	22	0.85	19.8	2.311241749130473	0	0	16.427500000000002	1.8685671854211197	77.449262658755	399	15.815	15.815	15.815	10	1	-999	-999
343	22.5	0.85	21.1	2.504306026101446	0	0.011	15.565000000000001	1.7674643213994916	77.449262658755	399	15.6	15.6	15.6	10	1	-999	-999
343	23	0.85	20.8	2.458295689753165	0	0	16.195	1.8403009924420723	77.449262658755	399	16.08	16.08	16.08	10	1	-999	-999
343	23.5	0.85	20	2.3393633624486814	0	0	16.552500000000002	1.8827528267762335	77.449262658755	399	16.491666666666667	16.491666666666667	16.491666666666667	10	1	-999	-999
344	0	0.85	14.8	1.6823912154540337	0	0.011	17.83	2.0422336716882983	77.449262658755	399	17.291666666666664	17.291666666666664	17.291666666666664	10	1	-999	-999
344	0.5	0.85	15.3	1.7377453080731367	0	0	18.322499999999998	2.1067748160755397	77.449262658755	399	17.759999999999998	17.759999999999998	17.759999999999998	10	1	-999	-999
344	1	0.85	15.3	1.7379196754530355	0	0	18.686666666666667	2.155729775683968	77.449262658755	399	17.948333333333334	17.948333333333334	17.948333333333334	10	1	-999	-999
344	1.5	0.85	15.4	1.7494627167511039	0	0	19.56	2.277061134159336	77.449262658755	399	18.336666666666666	18.336666666666666	18.336666666666666	10	1	-999	-999
344	2	0.85	20.9	2.4734667460078086	0	0	20.596666666666668	2.4275571203466426	77.449262658755	399	18.726666666666667	18.726666666666667	18.726666666666667	10	1	-999	-999
344	2.5	0.85	21.8	2.6147865961278804	0	0	19.613333333333333	2.284417354019198	77.449262658755	399	18.296666666666667	18.296666666666667	18.296666666666667	10	1	-999	-999
344	3	0.85	22.3	2.696798075024496	0	0	18.243333333333332	2.0974170211888317	77.449262658755	399	17.753333333333334	17.753333333333334	17.753333333333334	10	1	-999	-999
344	3.5	0.85	22.5	2.7300658322164106	0	0	18.186666666666667	2.090144104059953	77.449262658755	399	17.715	17.715	17.715	10	1	-999	-999
344	4	0.85	20.8	2.4605132562769474	0	0	18.065	2.0747749853878372	77.449262658755	399	17.84	17.84	17.84	10	1	-999	-999
344	4.5	0.85	22	2.64796091780996	0	0	18.619999999999997	2.1477824550771114	77.449262658755	399	18.136666666666667	18.136666666666667	18.136666666666667	10	1	-999	-999
344	5	0.85	20.6	2.4301449303784364	0	0	19.6675	2.293612188476262	77.449262658755	399	18.47	18.47	18.47	10	1	-999	-999
344	5.5	0.85	20.7	2.4449203834335544	0	121.7	19.66	2.292262461781834	77.449262658755	399	18.373333333333335	18.373333333333335	18.373333333333335	10	1	-999	-999
344	6	0.85	20.5	2.413996061210547	0	121.2	19.67	2.2927939605076695	77.449262658755	399	18.28333333333333	18.28333333333333	18.28333333333333	10	1	-999	-999
344	6.5	0.85	22	2.6442482034534915	0	121.1	19.495	2.26489147010194	77.449262658755	399	18.208333333333336	18.208333333333336	18.208333333333336	10	1	-999	-999
344	7	0.85	20.7	2.4405124740884223	0	121.8	17.285	1.9700934997315878	77.449262658755	399	17.458333333333332	17.458333333333332	17.458333333333332	10	1	-999	-999
344	7.5	0.85	20	2.337956226591569	0	135.1	17.6225	2.0138934775568127	77.449262658755	399	17.78	17.78	17.78	10	1	-999	-999
344	8	0.85	21.6	2.5801679095410797	0	162.1	18.439999999999998	2.119902675500834	77.449262658755	399	18.476666666666667	18.476666666666667	18.476666666666667	10	1	-999	-999
344	8.5	0.85	19.9	2.3235175365635814	0	188.4	19.78	2.306227038721068	77.449262658755	399	19.188333333333333	19.188333333333333	19.188333333333333	10	1	-999	-999
